,HD_ID,Customer_ID,Name,Gender,Age,State,Profession,Pro_Cust_Flag,Wage_Band,Cred_Score,Senior_Citizen_Flag,Marital_Status_Flag,Account_Activation
232,LDSYAX,C9892640,Shiloh Hunt,F,37,MI,Others,0,HIGH,740-799,0,0,1996-10-03 17:19:00
233,IIWREY,C1619283,Steve Morris,M,37,NE,Others,0,MED,800-850,0,1,1996-10-07 21:34:00
234,NXOZCD,C7582885,George Girard,M,37,AR,Others,0,HIGH,670-739,0,0,1996-10-10 23:54:00
235,XBXSNV,C5278333,Richard Krammes,M,37,MO,Others,0,MED,800-850,0,0,1996-10-15 09:04:00
236,IRDIQI,C9132860,Carmelo Reed,M,37,DC,Others,0,LOW,670-739,0,1,1996-10-19 07:04:00
237,DSKJCN,C8773496,Christopher Holstine,M,37,IL,Others,0,MED,670-739,0,0,1996-10-24 03:36:00
238,MVFXQS,C9136415,Frank Kanoy,M,37,SC,Others,0,HIGH,740-799,0,0,1996-10-24 12:15:00
239,VCCEMG,C3624767,Gary Gilder,M,37,DE,Others,0,LOW,300-579,0,1,1996-10-25 02:07:00
240,SFRFQS,C3152066,Keith Lyons,M,37,NH,Others,0,LOW,580-669,0,1,1996-10-31 22:54:00
241,DHTFDK,C5867206,David Dean,M,37,IL,Others,0,MED,800-850,0,1,1996-11-02 08:50:00
242,DALBXL,C3278217,Helen Mcannally,F,37,DE,Others,0,HIGH,800-850,0,0,1996-11-10 10:28:00
243,PBCHOW,C3784511,Ashley Velasco,F,37,MI,Others,0,HIGH,740-799,0,1,1996-11-15 14:01:00
244,MXYOXM,C9539154,Eleanor Mulloy,F,37,CT,Others,0,MED,740-799,0,1,1996-11-16 00:02:00
245,YDXYHW,C2400794,Mark Richardson,M,37,SD,Others,0,LOW,580-669,0,0,1996-11-19 05:26:00
246,UTKDVK,C8866040,Jonathan Sandi,M,37,DE,Others,0,MED,800-850,0,1,1996-11-24 08:42:00
247,PBFCQK,C6414022,Jennifer Eichenlaub,F,37,IA,Others,0,HIGH,670-739,0,0,1996-11-27 17:10:00
248,RQZVGB,C3839045,Kimberly Iannone,F,37,NC,Others,0,LOW,580-669,0,0,1996-12-02 21:49:00
249,UIZUJF,C5087626,Eugene Smith,M,37,MO,Others,0,HIGH,740-799,0,0,1996-12-03 08:29:00
250,PKSYVP,C2664443,Cory Craig,M,37,NE,Others,0,MED,800-850,0,1,1996-12-14 02:13:00
251,VPCRZW,C2272787,Steve Hanson,M,37,NV,Others,0,LOW,580-669,0,1,1996-12-14 06:44:00
252,FFKUSQ,C0351065,Mason Parker,M,37,TN,Others,0,HIGH,670-739,0,1,1996-12-15 17:19:00
253,NAUECE,C9933149,Dwayne Acton,M,37,VA,Others,0,LOW,670-739,0,1,1996-12-17 11:28:00
254,NVLDIO,C5589405,Erik Seamon,M,37,MI,Others,0,HIGH,670-739,0,1,1996-12-24 19:58:00
255,FOMRHR,C3476566,Emily Watkins,F,37,IN,Others,0,MED,800-850,0,1,1996-12-26 13:19:00
256,IKRGGX,C6666010,Frances Naquin,F,37,NC,Others,0,MED,740-799,0,0,1996-12-27 19:01:00
257,OVZESH,C9962342,Peter Link,M,37,NM,Others,0,MED,740-799,0,0,1996-12-27 21:07:00
258,WQLAWI,C2759571,Louise Barroso,F,36,NY,Others,0,MED,670-739,0,1,1997-01-02 14:05:00
259,AMODQY,C7128911,Dennis Obrien,M,36,IL,Others,0,HIGH,670-739,0,0,1997-01-06 13:17:00
260,NRCWHS,C9625775,Richard King,M,36,OH,Others,0,HIGH,670-739,0,0,1997-01-07 15:00:00
261,DFLEZD,C4649144,Brittney Derouen,F,36,AZ,Others,0,LOW,670-739,0,1,1997-01-09 15:55:00
262,ZPMGQW,C9241265,Carl Homer,M,36,NY,Others,0,HIGH,740-799,0,0,1997-01-13 03:44:00
263,CNWYXK,C0570975,Teresa Turner,F,36,NC,Others,0,MED,800-850,0,1,1997-01-15 01:44:00
264,JCPBKB,C6470133,Bernardo Warren,M,36,CT,Others,0,HIGH,740-799,0,1,1997-01-19 18:28:00
265,QHBGCD,C4142029,James Graham,M,36,MN,Others,0,MED,740-799,0,1,1997-01-21 16:52:00
266,JGFRFB,C6175841,Lucas Krause,M,36,CT,Others,0,LOW,580-669,0,1,1997-01-25 21:09:00
267,GAUJZM,C0809525,Kenneth Marion,M,36,NE,Others,0,MED,740-799,0,1,1997-01-27 20:50:00
268,AMOSMY,C1608244,Alan Zuniga,M,36,NJ,Others,0,HIGH,740-799,0,0,1997-01-28 01:32:00
269,BAVWWN,C2064467,Berneice Jordan,F,36,AL,Others,0,HIGH,800-850,0,0,1997-01-30 17:38:00
270,XBJTUC,C1286901,Richard Wink,M,36,AL,Others,0,HIGH,800-850,0,0,1997-01-31 21:26:00
271,GIDCLK,C2400596,Susan Murphy,F,36,ME,Others,0,LOW,300-579,0,1,1997-02-12 11:37:00
272,IZYLZO,C2603457,Carol Pickup,F,36,OH,Others,0,HIGH,740-799,0,1,1997-02-12 14:43:00
273,VFHODJ,C3769580,Alex Martinez,M,36,VA,Others,0,HIGH,670-739,0,1,1997-02-19 08:08:00
274,ZHVWGS,C3304366,Aaron Coe,M,36,FL,Others,0,HIGH,800-850,0,0,1997-02-24 23:04:00
275,KXXSCT,C4775430,Leslie Green,M,36,MN,Others,0,HIGH,670-739,0,0,1997-02-27 06:04:00
276,OSUBXU,C0683716,Vincent Lafromboise,M,36,RI,Others,0,LOW,580-669,0,0,1997-03-01 06:57:00
277,QIFTGL,C1911189,Jonathon Hill,M,36,IL,Others,0,MED,800-850,0,0,1997-03-02 04:20:00
278,IXABJZ,C4225804,Floyd Barela,M,36,HI,Others,0,LOW,580-669,0,1,1997-03-04 14:02:00
279,GOGCMG,C6040020,Valeri Willingham,F,36,MO,Others,0,LOW,670-739,0,0,1997-03-05 01:26:00
280,DOYFMU,C2938770,Raymond Richard,M,36,AL,Others,0,MED,800-850,0,0,1997-03-12 04:10:00
281,WHBIXN,C4862456,Michael Steadman,M,36,GA,Others,0,MED,670-739,0,0,1997-03-18 09:10:00
282,YDRDNW,C9280289,Roy Rosas,M,36,NC,Others,0,MED,740-799,0,0,1997-03-27 20:07:00
283,MIAYIF,C9512897,Lynn Mitchell,F,36,LA,Others,0,LOW,580-669,0,1,1997-03-30 12:33:00
284,IEMVKS,C2125301,James Pledger,M,36,TX,Others,0,LOW,670-739,0,0,1997-03-31 08:33:00
285,AQKWGO,C7384962,Clint Lyle,M,36,TN,Others,0,MED,800-850,0,1,1997-04-02 17:06:00
286,GETWRT,C8381354,Mary Espinal,F,36,MO,Others,0,HIGH,800-850,0,1,1997-04-03 04:06:00
287,VVOLAG,C7772617,Nancy Roberts,F,36,DC,Others,0,HIGH,670-739,0,0,1997-04-04 05:45:00
288,SYMLEN,C2843983,Charles Cross,M,36,UT,Others,0,HIGH,740-799,0,1,1997-04-07 23:58:00
289,JKBKFB,C6908674,Chris Wilson,M,36,PA,Others,0,HIGH,670-739,0,1,1997-04-08 03:07:00
290,DGTALL,C9461092,Eric Morrison,M,36,WA,Others,0,MED,800-850,0,0,1997-04-08 20:52:00
291,ARIFYM,C3601705,Michael Mccoy,M,36,PA,Others,0,HIGH,670-739,0,1,1997-04-10 12:43:00
292,NTEFMJ,C3447530,Robert Carlson,M,36,CO,Others,0,LOW,300-579,0,0,1997-04-11 22:59:00
293,MJWPGJ,C5939879,Jeffrey Riley,M,36,CA,Others,0,LOW,580-669,0,0,1997-04-12 04:43:00
294,VMGMOF,C1189661,Robert Stoute,M,36,ID,Others,0,LOW,300-579,0,1,1997-04-14 01:03:00
295,HVPHEV,C6742249,Sharon Ellis,F,36,OR,Others,0,MED,670-739,0,1,1997-04-16 05:42:00
296,ZCMEOD,C0005716,Elisabeth Jurgenson,F,36,WY,Others,0,HIGH,800-850,0,1,1997-04-20 10:34:00
297,EXMJZG,C3131372,Jimmie Ensing,M,36,IL,Others,0,MED,740-799,0,0,1997-04-23 23:14:00
298,HQYHYB,C5912507,Steven Mendez,M,36,SC,Others,0,HIGH,670-739,0,1,1997-05-16 04:23:00
299,LBXKEJ,C3140907,Andrew Johnson,M,36,NH,Others,0,LOW,300-579,0,1,1997-05-17 23:21:00
300,VTZQNU,C9520171,Elisha Jones,F,36,MA,Others,0,LOW,300-579,0,0,1997-05-22 16:46:00
301,HGICLF,C6418858,Norman Clemments,M,36,MD,Others,0,MED,740-799,0,1,1997-05-25 09:57:00
302,DTCJZR,C9632353,Henry Delgado,M,36,WI,Others,0,HIGH,670-739,0,1,1997-05-25 10:31:00
303,QSXSVI,C8946245,Evelyn Leitheiser,F,36,NE,Others,0,LOW,580-669,0,1,1997-06-03 12:40:00
304,SPGOWP,C3646373,Sara Miller,F,36,MT,Others,0,MED,740-799,0,0,1997-06-10 15:38:00
305,YTEIQR,C2504153,James Scurry,M,36,NH,Others,0,MED,800-850,0,0,1997-06-11 14:53:00
306,MOCSZQ,C4082770,Charmaine Currie,F,36,IL,Others,0,MED,670-739,0,1,1997-06-14 21:00:00
307,ALIMCT,C4318204,Ethel Wilcox,F,36,FL,Others,0,LOW,670-739,0,1,1997-06-18 11:39:00
308,OYRAPW,C6130032,Brendan James,M,36,OK,Others,0,HIGH,670-739,0,1,1997-06-20 16:00:00
309,MIQARX,C0654516,Jon Nehlsen,M,36,OH,Others,0,LOW,670-739,0,1,1997-06-24 15:02:00
310,WSYVUC,C9040163,Jason Martinez,M,36,RI,Others,0,LOW,670-739,0,0,1997-06-29 22:03:00
311,NGZWQA,C1380417,David Jalbert,M,36,CO,Others,0,MED,670-739,0,1,1997-07-06 12:32:00
312,MUOHSK,C6800779,Estella Guzman,F,36,UT,Others,0,HIGH,740-799,0,1,1997-07-09 05:33:00
313,MIENKJ,C9892763,Charles Cates,M,36,MT,Others,0,HIGH,740-799,0,1,1997-07-09 16:08:00
314,WBSPZQ,C1220783,Paul Wessels,M,36,FL,Others,0,MED,800-850,0,0,1997-07-11 06:01:00
315,RNVSTS,C1047760,Jim Perez,M,36,MD,Others,0,LOW,580-669,0,1,1997-07-12 07:43:00
316,BFENOE,C2518845,Deborah Pugh,F,36,ND,Others,0,LOW,300-579,0,1,1997-07-14 08:59:00
317,NQOJPX,C1574442,Ryan Lloyd,M,36,ND,Others,0,MED,670-739,0,1,1997-07-14 11:35:00
318,NLEQDY,C8128569,Josephine Moten,F,36,AR,Others,0,LOW,300-579,0,0,1997-07-23 00:32:00
319,ORMKXB,C0168415,Collin Esparza,M,36,KY,Others,0,HIGH,670-739,0,1,1997-08-05 03:34:00
320,BAYZGU,C2645907,Isabel Bartoletti,F,36,SC,Others,0,LOW,300-579,0,0,1997-08-05 12:33:00
321,QSQHKG,C5806537,David Issacs,M,36,HI,Others,0,MED,800-850,0,1,1997-08-08 21:24:00
322,WFMTIS,C6757105,Ryan Jones,M,36,NM,Others,0,HIGH,670-739,0,0,1997-08-10 07:07:00
323,NEBLLH,C9880587,John Staelens,M,36,MS,Others,0,MED,800-850,0,0,1997-08-10 10:35:00
324,PAYNJQ,C3318696,Michael Messier,M,36,IN,Others,0,LOW,670-739,0,1,1997-08-12 17:22:00
325,NIOWBD,C9748491,Sheryl Heinrich,F,36,PA,Others,0,LOW,580-669,0,0,1997-08-16 05:53:00
326,GZTKWQ,C4793202,Kathleen Parks,F,36,OH,Others,0,MED,800-850,0,0,1997-08-20 17:57:00
327,SWJUGL,C3722467,Marlin Mcneil,M,36,MO,Others,0,HIGH,800-850,0,1,1997-08-23 02:59:00
328,BBHJAY,C4637094,Eric Dowdy,M,36,MO,Others,0,MED,670-739,0,1,1997-08-29 22:15:00
329,WSTDDB,C9890582,Shannon Einhorn,F,36,WY,Others,0,HIGH,800-850,0,0,1997-09-01 20:31:00
330,EGGGRK,C6050360,Jessica Wright,F,36,ME,Others,0,LOW,580-669,0,0,1997-09-08 05:23:00
331,PGTDVX,C3951599,Rodger Benham,M,36,VT,Others,0,HIGH,740-799,0,1,1997-09-10 06:36:00
332,URHNXS,C1242247,Edward Stein,M,36,AZ,Others,0,LOW,670-739,0,0,1997-09-14 06:33:00
333,FVONZZ,C9160761,Samual Guedjian,M,36,KY,Others,0,MED,670-739,0,1,1997-09-15 16:09:00
334,JHQPJF,C5815752,Roberto Veach,M,36,FL,Others,0,HIGH,670-739,0,1,1997-10-01 05:38:00
335,AGLGCM,C8831707,Beth Knight,F,36,OR,Others,0,MED,670-739,0,1,1997-10-07 09:41:00
336,UPKMZN,C2962997,Felix Cowan,M,36,WI,Others,0,HIGH,800-850,0,0,1997-10-08 05:55:00
337,OZWJTQ,C1423679,Dustin Nelson,M,36,NM,Others,0,HIGH,800-850,0,0,1997-10-08 21:27:00
338,ZOINNH,C7547623,James Rodriguez,M,36,PA,Others,0,MED,670-739,0,1,1997-10-12 09:43:00
339,ATRZKC,C9601026,Shayne Caraway,M,36,NY,Others,0,LOW,670-739,0,1,1997-10-14 23:23:00
340,NUFROI,C7592716,Wayne Henderson,M,36,WY,Others,0,LOW,670-739,0,0,1997-10-15 04:17:00
341,MGCLKS,C3827920,Nancy Oswald,F,36,AL,Others,0,MED,740-799,0,0,1997-10-15 07:48:00
342,XIMRXN,C3523316,William Maynard,M,36,AZ,Others,0,LOW,670-739,0,1,1997-10-18 16:11:00
343,PZVOCT,C7457635,Steve Braithwaite,M,36,MT,Others,0,HIGH,800-850,0,0,1997-10-21 01:48:00
344,NVKLGO,C7656584,Diane Johnson,F,36,KY,Others,0,LOW,670-739,0,0,1997-10-27 18:37:00
345,AFMGIM,C1035817,Thomas Rice,M,36,TX,Others,0,LOW,580-669,0,0,1997-11-04 09:46:00
346,NGIGFO,C6906113,John Cooper,M,36,MO,Others,0,MED,740-799,0,0,1997-11-16 13:13:00
347,NPPUEV,C5672896,Benjamin Varner,M,36,CA,Others,0,HIGH,800-850,0,1,1997-11-17 13:02:00
348,ODRERP,C9470905,Maribel Mosley,F,36,WI,Others,0,HIGH,670-739,0,1,1997-11-18 13:37:00
349,DTEBHZ,C1767153,Johnny Teasley,M,36,VT,Others,0,HIGH,800-850,0,1,1997-11-20 16:39:00
350,BHIQRA,C3630551,Shawn Lewis,M,36,OK,Others,0,LOW,300-579,0,0,1997-11-23 10:58:00
351,ETRNNL,C8584125,Vincent Tye,M,36,NH,Others,0,MED,800-850,0,1,1997-11-27 05:02:00
352,JOZLRK,C5254760,Samuel Gabriel,M,36,MD,Others,0,MED,740-799,0,1,1997-11-28 17:37:00
353,BDZRVA,C3475699,Mary Henderson,F,36,MT,Others,0,HIGH,800-850,0,1,1997-12-02 22:44:00
354,EWWJRH,C8349412,Ian Simmer,M,36,OK,Others,0,MED,670-739,0,0,1997-12-04 13:38:00
355,NUAXAS,C0876019,Tiffany Callaway,F,36,OH,Others,0,LOW,580-669,0,0,1997-12-06 11:44:00
356,POKWWH,C6103521,Joyce Willams,F,36,TX,Others,0,LOW,670-739,0,1,1997-12-12 03:33:00
357,VDOMBJ,C5267975,Sylvia Staten,F,36,RI,Others,0,MED,740-799,0,1,1997-12-18 01:04:00
358,FBAYCP,C1306316,Ramon Kahill,M,36,VT,Others,0,LOW,300-579,0,0,1997-12-19 23:18:00
359,XGDGUL,C0459247,James Mekee,M,36,IL,Others,0,LOW,300-579,0,1,1997-12-20 04:38:00
360,GQZHVH,C6801495,Hector Harp,M,36,MA,Others,0,MED,670-739,0,1,1997-12-21 06:03:00
361,VNJXYG,C7260896,James Cowdery,M,36,MD,Others,0,MED,740-799,0,1,1997-12-24 16:48:00
362,IBMCNA,C0254786,Timothy Gallinari,M,36,KS,Others,0,MED,740-799,0,1,1997-12-25 14:06:00
363,UPVOKN,C2415221,David Newman,M,36,AL,Others,0,LOW,300-579,0,1,1997-12-29 03:20:00
364,YMNXPI,C0908156,Carl Barron,M,35,FL,Others,0,MED,800-850,0,0,1998-01-01 22:56:00
365,JQIDMZ,C7136767,Frederick Mccleery,M,35,MA,Others,0,LOW,300-579,0,1,1998-01-06 16:21:00
366,IQYANP,C6085016,Minnie Rose,F,35,AK,Others,0,LOW,300-579,0,1,1998-01-07 09:39:00
367,QTZPSD,C4230914,Curtis Rosales,M,35,SC,Others,0,LOW,300-579,0,0,1998-01-07 22:41:00
368,IFEPTE,C9479053,Duncan Thomas,M,35,NE,Others,0,LOW,300-579,0,1,1998-01-08 04:01:00
369,ITQFCE,C9783723,Lawrence Adams,M,35,ND,Others,0,MED,740-799,0,0,1998-01-09 05:41:00
370,PYTTIF,C9746769,Gary Searcy,M,35,NC,Others,0,HIGH,800-850,0,1,1998-01-21 15:08:00
371,HLQKSN,C6206998,John Nishida,M,35,UT,Others,0,HIGH,740-799,0,1,1998-01-23 23:06:00
372,HHIKKJ,C0378895,Roger Hicks,M,35,MT,Others,0,MED,740-799,0,1,1998-02-06 01:26:00
373,GVQFBL,C6299018,Patricia Knight,F,35,IL,Others,0,HIGH,670-739,0,0,1998-02-06 18:12:00
374,PBHCZJ,C7257224,Sergio Frazier,M,35,LA,Others,0,LOW,300-579,0,0,1998-02-08 19:46:00
375,XJCWAI,C8795251,Charles Ebinger,M,35,NH,Others,0,LOW,670-739,0,1,1998-02-11 02:02:00
376,YUQPTW,C5470799,Howard Creamer,M,35,TX,Others,0,MED,740-799,0,1,1998-02-11 19:51:00
377,BBBHDW,C4950403,Jerry Lashley,M,35,MO,Others,0,LOW,580-669,0,1,1998-02-14 00:35:00
378,GTTPNQ,C4269472,Gerardo Savage,M,35,MA,Others,0,MED,670-739,0,1,1998-02-17 21:29:00
379,KGAACJ,C2785430,Karen Clark,F,35,VT,Others,0,LOW,580-669,0,0,1998-02-20 00:57:00
380,UQBWHD,C9507972,Lori Alves,F,35,OK,Others,0,MED,670-739,0,1,1998-02-22 03:33:00
381,EUKSFF,C2391518,Elaine Smith,F,35,RI,Others,0,MED,740-799,0,1,1998-02-23 14:08:00
382,BIAHYF,C2140335,Lonnie Hale,M,35,MS,Others,0,LOW,580-669,0,0,1998-03-01 06:14:00
383,SGNVWQ,C6279672,Karen Daniel,F,35,IL,Others,0,HIGH,800-850,0,0,1998-03-02 11:09:00
384,EBAHND,C3999225,Kenneth Covington,M,35,ID,Others,0,LOW,300-579,0,1,1998-03-07 19:25:00
385,PIGFJY,C1547878,George Reese,M,35,NE,Others,0,MED,670-739,0,1,1998-03-09 12:06:00
386,RZEDMI,C4784453,Thalia Turner,F,35,OR,Others,0,HIGH,740-799,0,0,1998-03-10 09:57:00
387,BGCKDX,C2957458,Joshua Majera,M,35,MD,Others,0,HIGH,800-850,0,1,1998-03-13 08:52:00
388,OJRFXQ,C1434591,Dianna Noland,F,35,IA,Others,0,LOW,300-579,0,0,1998-03-14 02:21:00
389,VDMEDE,C0358797,Nancy Wojenski,F,35,VA,Others,0,LOW,670-739,0,0,1998-03-16 08:41:00
390,GICOAQ,C0822935,Ian Long,M,35,ND,Others,0,HIGH,800-850,0,1,1998-03-21 08:45:00
391,FGPSYB,C6034693,Jay Stull,M,35,PA,Others,0,HIGH,800-850,0,1,1998-03-23 23:54:00
392,UBBIHH,C3665305,Mary Murphy,F,35,SD,Others,0,HIGH,670-739,0,0,1998-03-26 03:51:00
393,QIVNDT,C3860304,Thomas Shore,M,35,TX,Others,0,HIGH,740-799,0,1,1998-03-26 19:01:00
394,EHOQHZ,C1908317,Jon Breland,M,35,MA,Others,0,HIGH,800-850,0,0,1998-04-01 07:53:00
395,MKWCCD,C1581803,Frank Thomas,M,35,WI,Others,0,MED,670-739,0,0,1998-04-12 15:37:00
396,WQMVSI,C7945368,Michael Bone,M,35,LA,Others,0,LOW,580-669,0,1,1998-04-13 21:33:00
397,VIGIKB,C2922045,Bradley Outhouse,M,35,AL,Others,0,MED,740-799,0,1,1998-04-14 18:36:00
398,JCTQOX,C9855127,Elizabeth Rye,F,35,LA,Others,0,MED,800-850,0,0,1998-04-21 17:07:00
399,JCHPQZ,C7431782,Melanie Rice,F,35,NE,Others,0,HIGH,740-799,0,1,1998-04-23 01:41:00
400,BYTTAH,C6055514,Dorothy Williamson,F,35,MN,Others,0,MED,800-850,0,1,1998-05-03 19:01:00
401,JPYRNS,C3892477,Harold Hurt,M,35,AL,Others,0,MED,670-739,0,0,1998-05-13 12:47:00
402,VBWPYA,C8909643,Ricky Sizemore,M,35,DC,Others,0,LOW,670-739,0,0,1998-05-14 01:22:00
403,OHGPYN,C0594709,Harold Goldizen,M,35,LA,Others,0,HIGH,740-799,0,0,1998-05-18 02:34:00
404,PWNSRM,C3444222,Roger Thomas,M,35,NC,Others,0,MED,670-739,0,1,1998-05-19 05:55:00
405,WBFCJD,C8368239,Scott Helmer,M,35,VA,Others,0,LOW,300-579,0,0,1998-05-21 08:13:00
406,FJTWOH,C8629759,Charles Johnson,M,35,AZ,Others,0,LOW,580-669,0,1,1998-05-22 20:35:00
407,GWCMPV,C8096076,David Sanders,M,35,AZ,Others,0,MED,670-739,0,1,1998-05-23 23:21:00
408,QLDSXR,C3529358,John Hodge,M,35,KY,Others,0,LOW,580-669,0,1,1998-05-25 01:50:00
409,QSXVYW,C4015852,Howard Brown,M,35,NC,Others,0,LOW,670-739,0,0,1998-05-25 10:04:00
410,XPRLXB,C0174877,Grace Kozak,F,35,MO,Others,0,MED,670-739,0,1,1998-05-28 02:56:00
411,YZUWUU,C0725608,Esther Dixon,F,35,LA,Others,0,LOW,300-579,0,1,1998-05-29 18:59:00
412,JAOZNC,C8665159,Tiffany Lamb,F,35,CT,Others,0,LOW,580-669,0,1,1998-06-04 08:23:00
413,KKZOQM,C3300014,Max Baridon,M,35,LA,Others,0,HIGH,670-739,0,0,1998-06-06 15:18:00
414,GLIDLL,C0638834,William Black,M,35,LA,Others,0,LOW,670-739,0,0,1998-06-20 16:00:00
415,PATNJO,C3389739,Kenya Dumas,F,35,CO,Others,0,LOW,670-739,0,1,1998-06-21 15:32:00
416,OJUPQB,C5700192,Sheldon Watkins,M,35,NH,Others,0,LOW,670-739,0,0,1998-06-23 09:37:00
417,JUNBTY,C2731577,Sherry Thompson,F,35,WA,Others,0,LOW,580-669,0,1,1998-06-24 15:51:00
418,OVTRUR,C3232249,Katie Thorpe,F,35,NE,Others,0,MED,670-739,0,1,1998-06-28 21:58:00
419,TDNSHO,C8219312,Francisco Greene,M,35,IL,Others,0,LOW,300-579,0,0,1998-06-30 06:28:00
420,QOCQKK,C2798213,Frankie Roth,M,35,OH,Others,0,MED,670-739,0,0,1998-07-06 11:25:00
421,WVPUFD,C3126075,Matthew Waller,M,35,WV,Others,0,LOW,300-579,0,0,1998-07-08 01:20:00
422,RLZNXN,C1568506,Richard Shaefer,M,35,AR,Others,0,LOW,670-739,0,0,1998-07-09 23:31:00
423,PGZWDH,C6197268,Eric Whittington,M,35,LA,Others,0,MED,670-739,0,1,1998-07-19 16:25:00
424,JRSTMQ,C6381624,Donald Giles,M,35,PA,Others,0,LOW,670-739,0,1,1998-07-22 05:15:00
425,VDIXJV,C6708503,Craig Lawrence,M,35,MO,Others,0,LOW,670-739,0,0,1998-07-25 00:56:00
426,KPOKOC,C0355454,Jay Aleshire,M,35,ND,Others,0,LOW,580-669,0,1,1998-07-26 08:41:00
427,EUVTKC,C4589561,Natasha Hancock,F,35,ID,Others,0,HIGH,800-850,0,0,1998-07-30 09:09:00
428,PSFEJF,C6226329,Kayla Lumpkins,F,35,DE,Others,0,LOW,300-579,0,0,1998-08-07 05:42:00
429,PVVEVX,C3270481,Ronald Spence,M,35,AZ,Others,0,LOW,670-739,0,0,1998-08-21 08:01:00
430,LIBJOE,C5083968,Michael Jacobson,M,35,DC,Others,0,HIGH,670-739,0,0,1998-08-27 11:27:00
431,OMSKKG,C1659527,Clemente Gibbons,M,35,CA,Others,0,MED,740-799,0,1,1998-09-05 23:00:00
432,XOGRXX,C0868124,Nancy Zocklein,F,35,VT,Others,0,MED,670-739,0,1,1998-09-06 15:56:00
433,TFISUQ,C4109299,Ernest Pinder,M,35,AR,Others,0,HIGH,740-799,0,1,1998-09-10 08:29:00
434,HAVHLB,C5389812,Juan Johnson,M,35,MD,Others,0,LOW,300-579,0,0,1998-09-11 14:25:00
435,KCASWJ,C8280989,Jordan Mcdonough,M,35,OR,Others,0,LOW,670-739,0,0,1998-09-17 03:05:00
436,QCXLFR,C0090494,Arthur Robinson,M,35,LA,Others,0,LOW,670-739,0,1,1998-09-25 09:53:00
437,DGZQBH,C4735691,Martha James,F,35,DE,Others,0,LOW,300-579,0,1,1998-09-29 12:01:00
438,TWXLRE,C3375095,Summer Brown,F,35,MT,Others,0,HIGH,800-850,0,0,1998-10-01 05:02:00
439,LXOPVP,C7436549,Susan Hendley,F,35,GA,Others,0,MED,800-850,0,1,1998-10-08 07:51:00
440,BVJAPX,C1720560,Adam Huckaby,M,35,SD,Others,0,HIGH,740-799,0,0,1998-10-14 00:55:00
441,AYRXWQ,C6015314,Bernie Thomas,M,35,MS,Others,0,MED,670-739,0,1,1998-10-17 07:33:00
442,MUSMIB,C1234559,Nathaniel Fields,M,35,TN,Others,0,LOW,580-669,0,0,1998-10-17 14:03:00
443,KIGGLR,C0935256,Frank Good,M,35,MN,Others,0,LOW,670-739,0,0,1998-10-19 00:54:00
444,DRAFMP,C3350411,Neil Gardner,M,35,IN,Others,0,HIGH,800-850,0,0,1998-10-25 12:08:00
445,PQXXFG,C2287122,Joyce Carter,F,35,ME,Others,0,HIGH,740-799,0,1,1998-10-27 19:12:00
446,EEUISK,C1884250,Scott Depedro,M,35,WA,Others,0,MED,670-739,0,0,1998-10-30 04:53:00
447,ZHPFUT,C3085232,Eugene Fissel,M,35,UT,Others,0,MED,800-850,0,1,1998-11-03 11:30:00
448,JQOAWQ,C4271783,Eddie Bailey,M,35,ID,Others,0,LOW,580-669,0,1,1998-11-04 11:29:00
449,KYVDAH,C9754789,Jeanne Epperson,F,35,DE,Others,0,HIGH,670-739,0,1,1998-11-04 22:18:00
450,LNVQIB,C6749340,Richard Coon,M,35,ME,Others,0,HIGH,800-850,0,0,1998-11-07 12:37:00
451,RUGJQP,C8860132,Michael Williams,M,35,MN,Others,0,HIGH,740-799,0,1,1998-11-09 19:29:00
452,KOBUYH,C9084426,Felicia Paris,F,35,SC,Others,0,LOW,580-669,0,1,1998-11-14 05:25:00
453,SGSIZH,C6020459,Henry Shurtleff,O,35,CT,Others,0,MED,740-799,0,1,1998-11-17 23:52:00
454,YDXPOZ,C8482955,Ronald Thomas,M,35,IN,Others,0,HIGH,800-850,0,1,1998-11-20 23:29:00
455,EFMWMQ,C3586585,Debbie Right,F,35,CA,Others,0,HIGH,740-799,0,0,1998-11-22 22:41:00
456,VEQVUL,C8887226,Thomas Roper,M,35,MI,Others,0,LOW,300-579,0,1,1998-11-23 16:35:00
457,EVSOLQ,C4484009,George King,M,35,IN,Others,0,MED,670-739,0,1,1998-11-24 07:36:00
458,MDMSJG,C9561526,Charles Hides,M,35,AZ,Others,0,LOW,670-739,0,0,1998-11-27 08:20:00
459,TYLUAK,C9360819,Richard Renaud,M,35,AK,Others,0,HIGH,800-850,0,0,1998-12-05 15:06:00
460,CQKSJW,C5102581,Michael Clement,M,35,OH,Others,0,LOW,300-579,0,0,1998-12-09 02:12:00
461,ETLQEP,C9141939,Adam Smith,M,35,WV,Others,0,MED,670-739,0,1,1998-12-13 13:48:00
462,VMXZQP,C5294105,Allan White,M,35,WY,Others,0,HIGH,740-799,0,0,1998-12-14 03:31:00
463,IEHAZY,C4510540,Jeffery Inguardsen,M,35,UT,Others,0,LOW,670-739,0,0,1998-12-14 05:37:00
464,XUCPTX,C6942996,Johnny Vanderford,M,35,HI,Others,0,MED,670-739,0,1,1998-12-15 04:23:00
465,ACYSMM,C6433134,Jarvis Cordero,M,35,NY,Others,0,LOW,300-579,0,1,1998-12-15 11:34:00
